"","parameter","index","simulation_value","IQR","n_series","n_observations","mean_IQR","model"
"4169","lambda","9",0.724749743959567,1,20,45,1,"pooled"
"4170","lambda","10",0.602752351615199,1,20,45,1,"pooled"
"4171","lambda","11",0.771325459496845,1,20,45,1,"pooled"
"4172","lambda","12",0.453858985248819,1,20,45,1,"pooled"
"4173","lambda","13",0.51687888575751,1,20,45,1,"pooled"
"4174","lambda","14",0.473574458659932,1,20,45,1,"pooled"
"4175","lambda","15",0.546067056044692,1,20,45,1,"pooled"
"4176","lambda","16",0.434456643748266,1,20,45,1,"pooled"
"4177","lambda","17",0.556691752367808,1,20,45,1,"pooled"
"4178","lambda","18",0.545029261199035,1,20,45,1,"pooled"
"4179","lambda","19",0.372638679580432,1,20,45,1,"pooled"
"4180","lambda","20",0.375298680774275,1,20,45,1,"pooled"
"4181","sigma","1",0.197296757139175,1,20,45,0.9535,"pooled"
"4182","sigma","2",0.193039992655029,1,20,45,0.9535,"pooled"
"4183","sigma","3",0.259587084019733,1,20,45,0.9535,"pooled"
"4184","sigma","4",0.301440600614085,1,20,45,0.9535,"pooled"
"4185","sigma","5",0.178055391285221,1,20,45,0.9535,"pooled"
"4186","sigma","6",-0.013823356925231,1,20,45,0.9535,"pooled"
"4187","sigma","7",0.226114450968266,1,20,45,0.9535,"pooled"
"4188","sigma","8",0.197229094218408,1,20,45,0.9535,"pooled"
"4189","sigma","9",0.40272026466978,1,20,45,0.9535,"pooled"
"4190","sigma","10",0.125047358198713,0.74,20,45,0.9535,"pooled"
"4191","sigma","11",0.241790890150008,1,20,45,0.9535,"pooled"
"4192","sigma","12",0.152921310482789,1,20,45,0.9535,"pooled"
"4193","sigma","13",0.155289294488342,1,20,45,0.9535,"pooled"
"4194","sigma","14",0.359755113739171,1,20,45,0.9535,"pooled"
"4195","sigma","15",0.118327910406151,0.33,20,45,0.9535,"pooled"
"4196","sigma","16",0.0764653449299544,1,20,45,0.9535,"pooled"
"4197","sigma","17",0.0299374616806494,1,20,45,0.9535,"pooled"
"4198","sigma","18",0.410543698861467,1,20,45,0.9535,"pooled"
"4199","sigma","19",0.201310775054496,1,20,45,0.9535,"pooled"
"4200","sigma","20",0.266261373632022,1,20,45,0.9535,"pooled"
"4201","mu","1",-0.339691492934443,0.24,20,45,0.517,"non_pooled"
"4202","mu","2",-0.50946458095179,0.1,20,45,0.517,"non_pooled"
"4203","mu","3",0.270361415460287,0.84,20,45,0.517,"non_pooled"
"4204","mu","4",-0.287997143240387,0.52,20,45,0.517,"non_pooled"
"4205","mu","5",-0.0283523853660617,0.14,20,45,0.517,"non_pooled"
"4206","mu","6",-0.0460706687372512,0.43,20,45,0.517,"non_pooled"
"4207","mu","7",0.055426629646549,0.29,20,45,0.517,"non_pooled"
"4208","mu","8",0.344047065295804,0.07,20,45,0.517,"non_pooled"
"4209","mu","9",-0.170266991150296,0.92,20,45,0.517,"non_pooled"
"4210","mu","10",-0.526780888762838,0.42,20,45,0.517,"non_pooled"
"4211","mu","11",-0.417090559368244,0.46,20,45,0.517,"non_pooled"
"4212","mu","12",-0.746166928487218,0.78,20,45,0.517,"non_pooled"
"4213","mu","13",0.288358690507285,0.93,20,45,0.517,"non_pooled"
"4214","mu","14",-0.395720958462488,0.74,20,45,0.517,"non_pooled"
"4215","mu","15",0.263502397602548,0.47,20,45,0.517,"non_pooled"
"4216","mu","16",-0.363148848991709,0.68,20,45,0.517,"non_pooled"
"4217","mu","17",0.236861598371163,0.12,20,45,0.517,"non_pooled"
"4218","mu","18",-0.168715712997231,0.81,20,45,0.517,"non_pooled"
"4219","mu","19",0.0131762440329138,0.4,20,45,0.517,"non_pooled"
"4220","mu","20",0.23535987717993,0.98,20,45,0.517,"non_pooled"
"4221","lambda","1",0.549139857824836,0.02,20,45,0.3925,"non_pooled"
"4222","lambda","2",0.550758858477596,0.07,20,45,0.3925,"non_pooled"
"4223","lambda","3",0.513504274819187,0.04,20,45,0.3925,"non_pooled"
"4224","lambda","4",0.608212477027756,0.31,20,45,0.3925,"non_pooled"
"4225","lambda","5",0.545129853948938,0.27,20,45,0.3925,"non_pooled"
"4226","lambda","6",0.797110067148785,0.91,20,45,0.3925,"non_pooled"
"4227","lambda","7",0.457942078083968,0.56,20,45,0.3925,"non_pooled"
"4228","lambda","8",0.521268745656858,0.79,20,45,0.3925,"non_pooled"
"4229","lambda","9",0.724749743959567,0.38,20,45,0.3925,"non_pooled"
"4230","lambda","10",0.602752351615199,0.25,20,45,0.3925,"non_pooled"
"4231","lambda","11",0.771325459496845,0.14,20,45,0.3925,"non_pooled"
"4232","lambda","12",0.453858985248819,0.94,20,45,0.3925,"non_pooled"
"4233","lambda","13",0.51687888575751,0.47,20,45,0.3925,"non_pooled"
"4234","lambda","14",0.473574458659932,0.21,20,45,0.3925,"non_pooled"
"4235","lambda","15",0.546067056044692,0.22,20,45,0.3925,"non_pooled"
"4236","lambda","16",0.434456643748266,0.24,20,45,0.3925,"non_pooled"
"4237","lambda","17",0.556691752367808,0.1,20,45,0.3925,"non_pooled"
"4238","lambda","18",0.545029261199035,0.27,20,45,0.3925,"non_pooled"
"4239","lambda","19",0.372638679580432,0.91,20,45,0.3925,"non_pooled"
"4240","lambda","20",0.375298680774275,0.75,20,45,0.3925,"non_pooled"
"4241","sigma","1",0.197296757139175,0.38,20,45,0.525,"non_pooled"
"4242","sigma","2",0.193039992655029,0.26,20,45,0.525,"non_pooled"
"4243","sigma","3",0.259587084019733,0.6,20,45,0.525,"non_pooled"
"4244","sigma","4",0.301440600614085,0.15,20,45,0.525,"non_pooled"
"4245","sigma","5",0.178055391285221,0.25,20,45,0.525,"non_pooled"
"4246","sigma","6",-0.013823356925231,1,20,45,0.525,"non_pooled"
"4247","sigma","7",0.226114450968266,0.32,20,45,0.525,"non_pooled"
"4248","sigma","8",0.197229094218408,0.47,20,45,0.525,"non_pooled"
"4249","sigma","9",0.40272026466978,0.76,20,45,0.525,"non_pooled"
"4250","sigma","10",0.125047358198713,0.79,20,45,0.525,"non_pooled"
"4251","sigma","11",0.241790890150008,0.6,20,45,0.525,"non_pooled"
"4252","sigma","12",0.152921310482789,0.82,20,45,0.525,"non_pooled"
"4253","sigma","13",0.155289294488342,0.06,20,45,0.525,"non_pooled"
"4254","sigma","14",0.359755113739171,0.95,20,45,0.525,"non_pooled"
"4255","sigma","15",0.118327910406151,0.42,20,45,0.525,"non_pooled"
"4256","sigma","16",0.0764653449299544,0.74,20,45,0.525,"non_pooled"
"4257","sigma","17",0.0299374616806494,0.62,20,45,0.525,"non_pooled"
"4258","sigma","18",0.410543698861467,0.54,20,45,0.525,"non_pooled"
"4259","sigma","19",0.201310775054496,0.34,20,45,0.525,"non_pooled"
"4260","sigma","20",0.266261373632022,0.43,20,45,0.525,"non_pooled"
"4261","mu","1",-0.339691492934443,0.33,20,45,0.509,"partially"
"4262","mu","2",-0.50946458095179,0.09,20,45,0.509,"partially"
"4263","mu","3",0.270361415460287,0.74,20,45,0.509,"partially"
"4264","mu","4",-0.287997143240387,0.51,20,45,0.509,"partially"
"4265","mu","5",-0.0283523853660617,0.12,20,45,0.509,"partially"
"4266","mu","6",-0.0460706687372512,0.43,20,45,0.509,"partially"
"4267","mu","7",0.055426629646549,0.15,20,45,0.509,"partially"
"4268","mu","8",0.344047065295804,0.1,20,45,0.509,"partially"
"4269","mu","9",-0.170266991150296,0.9,20,45,0.509,"partially"
"4270","mu","10",-0.526780888762838,0.38,20,45,0.509,"partially"
"4271","mu","11",-0.417090559368244,0.45,20,45,0.509,"partially"
"4272","mu","12",-0.746166928487218,0.82,20,45,0.509,"partially"
"4273","mu","13",0.288358690507285,0.92,20,45,0.509,"partially"
"4274","mu","14",-0.395720958462488,0.85,20,45,0.509,"partially"
"4275","mu","15",0.263502397602548,0.5,20,45,0.509,"partially"
"4276","mu","16",-0.363148848991709,0.64,20,45,0.509,"partially"
"4277","mu","17",0.236861598371163,0.06,20,45,0.509,"partially"
"4278","mu","18",-0.168715712997231,0.78,20,45,0.509,"partially"
"4279","mu","19",0.0131762440329138,0.42,20,45,0.509,"partially"
"4280","mu","20",0.23535987717993,0.99,20,45,0.509,"partially"
"4281","lambda","1",0.549139857824836,0.35,20,45,0.4245,"partially"
"4282","lambda","2",0.550758858477596,0.36,20,45,0.4245,"partially"
"4283","lambda","3",0.513504274819187,0.18,20,45,0.4245,"partially"
"4284","lambda","4",0.608212477027756,0.36,20,45,0.4245,"partially"
"4285","lambda","5",0.545129853948938,0.08,20,45,0.4245,"partially"
"4286","lambda","6",0.797110067148785,0.99,20,45,0.4245,"partially"
"4287","lambda","7",0.457942078083968,0.4,20,45,0.4245,"partially"
"4288","lambda","8",0.521268745656858,0.41,20,45,0.4245,"partially"
"4289","lambda","9",0.724749743959567,0.86,20,45,0.4245,"partially"
"4290","lambda","10",0.602752351615199,0.26,20,45,0.4245,"partially"
"4291","lambda","11",0.771325459496845,0.62,20,45,0.4245,"partially"
"4292","lambda","12",0.453858985248819,0.83,20,45,0.4245,"partially"
"4293","lambda","13",0.51687888575751,0.15,20,45,0.4245,"partially"
"4294","lambda","14",0.473574458659932,0.01,20,45,0.4245,"partially"
"4295","lambda","15",0.546067056044692,0.09,20,45,0.4245,"partially"
"4296","lambda","16",0.434456643748266,0.33,20,45,0.4245,"partially"
"4297","lambda","17",0.556691752367808,0.31,20,45,0.4245,"partially"
"4298","lambda","18",0.545029261199035,0.24,20,45,0.4245,"partially"
"4299","lambda","19",0.372638679580432,0.88,20,45,0.4245,"partially"
"4300","lambda","20",0.375298680774275,0.78,20,45,0.4245,"partially"
"4301","sigma","1",0.197296757139175,0.22,20,45,0.4255,"partially"
"4302","sigma","2",0.193039992655029,0.21,20,45,0.4255,"partially"
"4303","sigma","3",0.259587084019733,0.7,20,45,0.4255,"partially"
"4304","sigma","4",0.301440600614085,0.35,20,45,0.4255,"partially"
"4305","sigma","5",0.178055391285221,0.25,20,45,0.4255,"partially"
"4306","sigma","6",-0.013823356925231,1,20,45,0.4255,"partially"
"4307","sigma","7",0.226114450968266,0.46,20,45,0.4255,"partially"
"4308","sigma","8",0.197229094218408,0.31,20,45,0.4255,"partially"
"4309","sigma","9",0.40272026466978,0.41,20,45,0.4255,"partially"
"4310","sigma","10",0.125047358198713,0.77,20,45,0.4255,"partially"
"4311","sigma","11",0.241790890150008,0.29,20,45,0.4255,"partially"
"4312","sigma","12",0.152921310482789,0.76,20,45,0.4255,"partially"
"4313","sigma","13",0.155289294488342,0.09,20,45,0.4255,"partially"
"4314","sigma","14",0.359755113739171,0.07,20,45,0.4255,"partially"
"4315","sigma","15",0.118327910406151,0.34,20,45,0.4255,"partially"
"4316","sigma","16",0.0764653449299544,0.8,20,45,0.4255,"partially"
"4317","sigma","17",0.0299374616806494,0.66,20,45,0.4255,"partially"
"4318","sigma","18",0.410543698861467,0.6,20,45,0.4255,"partially"
"4319","sigma","19",0.201310775054496,0.18,20,45,0.4255,"partially"
"4320","sigma","20",0.266261373632022,0.04,20,45,0.4255,"partially"
"4321","mu","1",-0.339691492934443,1,20,50,0.938,"pooled"
"4322","mu","2",-0.50946458095179,1,20,50,0.938,"pooled"
"4323","mu","3",0.270361415460287,1,20,50,0.938,"pooled"
"4324","mu","4",-0.287997143240387,1,20,50,0.938,"pooled"
"4325","mu","5",-0.0283523853660617,0.58,20,50,0.938,"pooled"
"4326","mu","6",-0.0460706687372512,0.21,20,50,0.938,"pooled"
"4327","mu","7",0.055426629646549,1,20,50,0.938,"pooled"
"4328","mu","8",0.344047065295804,1,20,50,0.938,"pooled"
"4329","mu","9",-0.170266991150296,1,20,50,0.938,"pooled"
"4330","mu","10",-0.526780888762838,1,20,50,0.938,"pooled"
"4331","mu","11",-0.417090559368244,1,20,50,0.938,"pooled"
"4332","mu","12",-0.746166928487218,1,20,50,0.938,"pooled"
"4333","mu","13",0.288358690507285,1,20,50,0.938,"pooled"
"4334","mu","14",-0.395720958462488,1,20,50,0.938,"pooled"
"4335","mu","15",0.263502397602548,1,20,50,0.938,"pooled"
"4336","mu","16",-0.363148848991709,1,20,50,0.938,"pooled"
"4337","mu","17",0.236861598371163,1,20,50,0.938,"pooled"
"4338","mu","18",-0.168715712997231,1,20,50,0.938,"pooled"
"4339","mu","19",0.0131762440329138,0.97,20,50,0.938,"pooled"
"4340","mu","20",0.23535987717993,1,20,50,0.938,"pooled"
"4341","lambda","1",0.549139857824836,1,20,50,1,"pooled"
"4342","lambda","2",0.550758858477596,1,20,50,1,"pooled"
"4343","lambda","3",0.513504274819187,1,20,50,1,"pooled"
"4344","lambda","4",0.608212477027756,1,20,50,1,"pooled"
"4345","lambda","5",0.545129853948938,1,20,50,1,"pooled"
"4346","lambda","6",0.797110067148785,1,20,50,1,"pooled"
"4347","lambda","7",0.457942078083968,1,20,50,1,"pooled"
"4348","lambda","8",0.521268745656858,1,20,50,1,"pooled"
"4349","lambda","9",0.724749743959567,1,20,50,1,"pooled"
"4350","lambda","10",0.602752351615199,1,20,50,1,"pooled"
"4351","lambda","11",0.771325459496845,1,20,50,1,"pooled"
"4352","lambda","12",0.453858985248819,1,20,50,1,"pooled"
"4353","lambda","13",0.51687888575751,1,20,50,1,"pooled"
"4354","lambda","14",0.473574458659932,1,20,50,1,"pooled"
"4355","lambda","15",0.546067056044692,1,20,50,1,"pooled"
"4356","lambda","16",0.434456643748266,1,20,50,1,"pooled"
"4357","lambda","17",0.556691752367808,1,20,50,1,"pooled"
"4358","lambda","18",0.545029261199035,1,20,50,1,"pooled"
"4359","lambda","19",0.372638679580432,1,20,50,1,"pooled"
"4360","lambda","20",0.375298680774275,1,20,50,1,"pooled"
"4361","sigma","1",0.197296757139175,1,20,50,0.9255,"pooled"
"4362","sigma","2",0.193039992655029,1,20,50,0.9255,"pooled"
"4363","sigma","3",0.259587084019733,1,20,50,0.9255,"pooled"
"4364","sigma","4",0.301440600614085,1,20,50,0.9255,"pooled"
"4365","sigma","5",0.178055391285221,1,20,50,0.9255,"pooled"
"4366","sigma","6",-0.013823356925231,1,20,50,0.9255,"pooled"
"4367","sigma","7",0.226114450968266,1,20,50,0.9255,"pooled"
"4368","sigma","8",0.197229094218408,1,20,50,0.9255,"pooled"
"4369","sigma","9",0.40272026466978,1,20,50,0.9255,"pooled"
"4370","sigma","10",0.125047358198713,0.2,20,50,0.9255,"pooled"
"4371","sigma","11",0.241790890150008,1,20,50,0.9255,"pooled"
"4372","sigma","12",0.152921310482789,1,20,50,0.9255,"pooled"
"4373","sigma","13",0.155289294488342,1,20,50,0.9255,"pooled"
"4374","sigma","14",0.359755113739171,1,20,50,0.9255,"pooled"
"4375","sigma","15",0.118327910406151,0.31,20,50,0.9255,"pooled"
"4376","sigma","16",0.0764653449299544,1,20,50,0.9255,"pooled"
"4377","sigma","17",0.0299374616806494,1,20,50,0.9255,"pooled"
"4378","sigma","18",0.410543698861467,1,20,50,0.9255,"pooled"
"4379","sigma","19",0.201310775054496,1,20,50,0.9255,"pooled"
"4380","sigma","20",0.266261373632022,1,20,50,0.9255,"pooled"
"4381","mu","1",-0.339691492934443,0.02,20,50,0.452,"non_pooled"
"4382","mu","2",-0.50946458095179,0.4,20,50,0.452,"non_pooled"
"4383","mu","3",0.270361415460287,1,20,50,0.452,"non_pooled"
"4384","mu","4",-0.287997143240387,0.53,20,50,0.452,"non_pooled"
"4385","mu","5",-0.0283523853660617,0.4,20,50,0.452,"non_pooled"
"4386","mu","6",-0.0460706687372512,0.42,20,50,0.452,"non_pooled"
"4387","mu","7",0.055426629646549,0.92,20,50,0.452,"non_pooled"
"4388","mu","8",0.344047065295804,0.31,20,50,0.452,"non_pooled"
"4389","mu","9",-0.170266991150296,0.43,20,50,0.452,"non_pooled"
"4390","mu","10",-0.526780888762838,0.63,20,50,0.452,"non_pooled"
"4391","mu","11",-0.417090559368244,0.2,20,50,0.452,"non_pooled"
"4392","mu","12",-0.746166928487218,0.86,20,50,0.452,"non_pooled"
"4393","mu","13",0.288358690507285,0.89,20,50,0.452,"non_pooled"
"4394","mu","14",-0.395720958462488,0.04,20,50,0.452,"non_pooled"
"4395","mu","15",0.263502397602548,0.59,20,50,0.452,"non_pooled"
"4396","mu","16",-0.363148848991709,0.54,20,50,0.452,"non_pooled"
"4397","mu","17",0.236861598371163,0.06,20,50,0.452,"non_pooled"
"4398","mu","18",-0.168715712997231,0.72,20,50,0.452,"non_pooled"
"4399","mu","19",0.0131762440329138,0.01,20,50,0.452,"non_pooled"
"4400","mu","20",0.23535987717993,0.07,20,50,0.452,"non_pooled"
"4401","lambda","1",0.549139857824836,0.16,20,50,0.422,"non_pooled"
"4402","lambda","2",0.550758858477596,0.87,20,50,0.422,"non_pooled"
"4403","lambda","3",0.513504274819187,0.71,20,50,0.422,"non_pooled"
"4404","lambda","4",0.608212477027756,0.82,20,50,0.422,"non_pooled"
"4405","lambda","5",0.545129853948938,0.18,20,50,0.422,"non_pooled"
"4406","lambda","6",0.797110067148785,0.6,20,50,0.422,"non_pooled"
"4407","lambda","7",0.457942078083968,0.08,20,50,0.422,"non_pooled"
"4408","lambda","8",0.521268745656858,0.43,20,50,0.422,"non_pooled"
"4409","lambda","9",0.724749743959567,0.12,20,50,0.422,"non_pooled"
"4410","lambda","10",0.602752351615199,0.45,20,50,0.422,"non_pooled"
"4411","lambda","11",0.771325459496845,0.42,20,50,0.422,"non_pooled"
"4412","lambda","12",0.453858985248819,0.14,20,50,0.422,"non_pooled"
"4413","lambda","13",0.51687888575751,0.44,20,50,0.422,"non_pooled"
"4414","lambda","14",0.473574458659932,0.1,20,50,0.422,"non_pooled"
"4415","lambda","15",0.546067056044692,0.26,20,50,0.422,"non_pooled"
"4416","lambda","16",0.434456643748266,0.54,20,50,0.422,"non_pooled"
"4417","lambda","17",0.556691752367808,0.64,20,50,0.422,"non_pooled"
"4418","lambda","18",0.545029261199035,0.43,20,50,0.422,"non_pooled"
"4419","lambda","19",0.372638679580432,0.29,20,50,0.422,"non_pooled"
"4420","lambda","20",0.375298680774275,0.76,20,50,0.422,"non_pooled"
"4421","sigma","1",0.197296757139175,0.94,20,50,0.703,"non_pooled"
"4422","sigma","2",0.193039992655029,0.58,20,50,0.703,"non_pooled"
"4423","sigma","3",0.259587084019733,0.58,20,50,0.703,"non_pooled"
"4424","sigma","4",0.301440600614085,0.64,20,50,0.703,"non_pooled"
"4425","sigma","5",0.178055391285221,0.66,20,50,0.703,"non_pooled"
"4426","sigma","6",-0.013823356925231,1,20,50,0.703,"non_pooled"
"4427","sigma","7",0.226114450968266,0.19,20,50,0.703,"non_pooled"
"4428","sigma","8",0.197229094218408,0.17,20,50,0.703,"non_pooled"
"4429","sigma","9",0.40272026466978,0.87,20,50,0.703,"non_pooled"
"4430","sigma","10",0.125047358198713,0.81,20,50,0.703,"non_pooled"
"4431","sigma","11",0.241790890150008,0.92,20,50,0.703,"non_pooled"
"4432","sigma","12",0.152921310482789,1,20,50,0.703,"non_pooled"
"4433","sigma","13",0.155289294488342,0.3,20,50,0.703,"non_pooled"
"4434","sigma","14",0.359755113739171,0.37,20,50,0.703,"non_pooled"
"4435","sigma","15",0.118327910406151,0.96,20,50,0.703,"non_pooled"
"4436","sigma","16",0.0764653449299544,0.64,20,50,0.703,"non_pooled"
"4437","sigma","17",0.0299374616806494,0.86,20,50,0.703,"non_pooled"
"4438","sigma","18",0.410543698861467,0.99,20,50,0.703,"non_pooled"
"4439","sigma","19",0.201310775054496,0.6,20,50,0.703,"non_pooled"
"4440","sigma","20",0.266261373632022,0.98,20,50,0.703,"non_pooled"
"4441","mu","1",-0.339691492934443,0.09,20,50,0.442,"partially"
"4442","mu","2",-0.50946458095179,0.42,20,50,0.442,"partially"
"4443","mu","3",0.270361415460287,0.97,20,50,0.442,"partially"
"4444","mu","4",-0.287997143240387,0.62,20,50,0.442,"partially"
"4445","mu","5",-0.0283523853660617,0.43,20,50,0.442,"partially"
"4446","mu","6",-0.0460706687372512,0.42,20,50,0.442,"partially"
"4447","mu","7",0.055426629646549,0.88,20,50,0.442,"partially"
"4448","mu","8",0.344047065295804,0.38,20,50,0.442,"partially"
"4449","mu","9",-0.170266991150296,0.37,20,50,0.442,"partially"
"4450","mu","10",-0.526780888762838,0.61,20,50,0.442,"partially"
"4451","mu","11",-0.417090559368244,0.27,20,50,0.442,"partially"
"4452","mu","12",-0.746166928487218,0.54,20,50,0.442,"partially"
"4453","mu","13",0.288358690507285,0.9,20,50,0.442,"partially"
"4454","mu","14",-0.395720958462488,0.18,20,50,0.442,"partially"
"4455","mu","15",0.263502397602548,0.52,20,50,0.442,"partially"
"4456","mu","16",-0.363148848991709,0.46,20,50,0.442,"partially"
"4457","mu","17",0.236861598371163,0.06,20,50,0.442,"partially"
"4458","mu","18",-0.168715712997231,0.51,20,50,0.442,"partially"
"4459","mu","19",0.0131762440329138,0.02,20,50,0.442,"partially"
"4460","mu","20",0.23535987717993,0.19,20,50,0.442,"partially"
"4461","lambda","1",0.549139857824836,0.33,20,50,0.38,"partially"
"4462","lambda","2",0.550758858477596,0.45,20,50,0.38,"partially"
"4463","lambda","3",0.513504274819187,0.21,20,50,0.38,"partially"
"4464","lambda","4",0.608212477027756,0.92,20,50,0.38,"partially"
"4465","lambda","5",0.545129853948938,0.49,20,50,0.38,"partially"
"4466","lambda","6",0.797110067148785,0.94,20,50,0.38,"partially"
"4467","lambda","7",0.457942078083968,0.15,20,50,0.38,"partially"
"4468","lambda","8",0.521268745656858,0.06,20,50,0.38,"partially"
"4469","lambda","9",0.724749743959567,0.63,20,50,0.38,"partially"
"4470","lambda","10",0.602752351615199,0.21,20,50,0.38,"partially"
"4471","lambda","11",0.771325459496845,0.31,20,50,0.38,"partially"
"4472","lambda","12",0.453858985248819,0.35,20,50,0.38,"partially"
"4473","lambda","13",0.51687888575751,0.02,20,50,0.38,"partially"
"4474","lambda","14",0.473574458659932,0.15,20,50,0.38,"partially"
"4475","lambda","15",0.546067056044692,0.55,20,50,0.38,"partially"
"4476","lambda","16",0.434456643748266,0.38,20,50,0.38,"partially"
"4477","lambda","17",0.556691752367808,0.16,20,50,0.38,"partially"
"4478","lambda","18",0.545029261199035,0.24,20,50,0.38,"partially"
"4479","lambda","19",0.372638679580432,0.43,20,50,0.38,"partially"
